"x","msg_reg","LF_agg"
0.99,"FSU",0.632564393022467
1,"FSU",0.632564393022467
0,"LAM",0.685027147014602
0.01,"LAM",0.685027147014602
0.02,"LAM",0.682561429399651
0.03,"LAM",0.683904487834772
0.04,"LAM",0.669926547668024
0.05,"LAM",0.67274669381092
0.06,"LAM",0.693497688627512
0.07,"LAM",0.682321225761291
0.08,"LAM",0.680630223280098
0.09,"LAM",0.691602965459922
0.1,"LAM",0.689768040624535
0.11,"LAM",0.691511883875056
0.12,"LAM",0.689632523740031
0.13,"LAM",0.67919274063768
0.14,"LAM",0.667047071354667
0.15,"LAM",0.668577954454113
0.16,"LAM",0.712779765020413
0.17,"LAM",0.690593099081389
0.18,"LAM",0.687635351849263
0.19,"LAM",0.697319380111105
0.2,"LAM",0.647514380471507
0.21,"LAM",0.674828475533637
0.22,"LAM",0.607690333695483
0.23,"LAM",0.625380306777637
0.24,"LAM",0.635060321483208
0.25,"LAM",0.622742594257309
0.26,"LAM",0.667276349727498
0.27,"LAM",0.628345889489521
0.28,"LAM",0.645134074541205
0.29,"LAM",0.589240638104176
0.3,"LAM",0.598634671853043
0.31,"LAM",0.563319095370037
0.32,"LAM",0.582695626582032
0.33,"LAM",0.584030235802523
0.34,"LAM",0.589420683090603
0.35,"LAM",0.558355747001358
0.36,"LAM",0.553421846758824
0.37,"LAM",0.583217553472527
0.38,"LAM",0.574450395284402
0.39,"LAM",0.53708800167687
0.4,"LAM",0.584134251583107
0.41,"LAM",0.556640301498827
0.42,"LAM",0.57173058841617
0.43,"LAM",0.583080111677811
0.44,"LAM",0.622541043508285
0.45,"LAM",0.645283945948838
0.46,"LAM",0.681112654544872
0.47,"LAM",0.639731013639278
0.48,"LAM",0.63281004312668
0.49,"LAM",0.556070382559351
0.5,"LAM",0.517943890007171
0.51,"LAM",0.555136693891334
0.52,"LAM",0.562534935525186
0.53,"LAM",0.541124794869906
0.54,"LAM",0.548990020852822
0.55,"LAM",0.566412686646445
0.56,"LAM",0.526313912402235
0.57,"LAM",0.549689504423971
0.58,"LAM",0.529767044296824
0.59,"LAM",0.684686781452635
0.6,"LAM",0.675923582961291
0.61,"LAM",0.529073230114744
0.62,"LAM",0.541057261627733
0.63,"LAM",0.601392224373461
0.64,"LAM",0.532509544374731
0.65,"LAM",0.572591726686892
0.66,"LAM",0.548093626249803
0.67,"LAM",0.600734071542329
0.68,"LAM",0.596157718661596
0.69,"LAM",0.663620389590492
0.7,"LAM",0.687173599980107
0.71,"LAM",0.571802578042363
0.72,"LAM",0.542011803907209
0.73,"LAM",0.584321174648306
0.74,"LAM",0.660926104984007
0.75,"LAM",0.575643725278797
0.76,"LAM",0.678604383589046
0.77,"LAM",0.524746072366513
0.78,"LAM",0.693700576388638
0.79,"LAM",0.522684403810695
0.8,"LAM",0.649047311632721
0.81,"LAM",0.543870164667972
0.82,"LAM",0.676642484273892
0.83,"LAM",0.66207041483019
0.84,"LAM",0.67837193734552
0.85,"LAM",0.662525397231034
0.86,"LAM",0.630424749615079
0.87,"LAM",0.508852794125002
0.88,"LAM",0.543512851178541
0.89,"LAM",0.553940550590441
0.9,"LAM",0.575875927440666
0.91,"LAM",0.550264394077599
0.92,"LAM",0.544369584105278
0.93,"LAM",0.550623840229129
0.94,"LAM",0.675582373793344
0.95,"LAM",0.518998569979694
0.96,"LAM",0.527127415813126
0.97,"LAM",0.567156125034961
0.98,"LAM",0.515165524688984
0.99,"LAM",0.510208688683638
1,"LAM",0.510208688683638
0,"MEA",0.527401383944998
0.01,"MEA",0.527401383944998
0.02,"MEA",0.527401383944998
0.03,"MEA",0.527401383944998
0.04,"MEA",0.527401383944998
0.05,"MEA",0.506390018077704
0.06,"MEA",0.506390018077704
0.07,"MEA",0.538121041627266
0.08,"MEA",0.537916339656439
0.09,"MEA",0.490804318113197
0.1,"MEA",0.529709527774412
0.11,"MEA",0.537328500582556
0.12,"MEA",0.493679851733598
0.13,"MEA",0.511505021158055
0.14,"MEA",0.511344545256034
0.15,"MEA",0.490098307718543
0.16,"MEA",0.522091647646408
0.17,"MEA",0.53603739867173
0.18,"MEA",0.488140502516298
0.19,"MEA",0.522547722897422
0.2,"MEA",0.486304857641046
0.21,"MEA",0.487929893057114
0.22,"MEA",0.520441947309327
0.23,"MEA",0.524063749924104
0.24,"MEA",0.529197639303073
0.25,"MEA",0.525172337045992
0.26,"MEA",0.517549146643217
0.27,"MEA",0.497099553242009
0.28,"MEA",0.518545175608675
0.29,"MEA",0.486970347737392
0.3,"MEA",0.520938918761194
0.31,"MEA",0.530378361046522
0.32,"MEA",0.496365028886754
0.33,"MEA",0.525524904408872
0.34,"MEA",0.528300436990886
0.35,"MEA",0.525324442947933
0.36,"MEA",0.526562426931305
0.37,"MEA",0.491150073097135
0.38,"MEA",0.52563321964365
0.39,"MEA",0.513992140923767
0.4,"MEA",0.525123039175919
0.41,"MEA",0.52301337967338
0.42,"MEA",0.528066033536504
0.43,"MEA",0.553276149463992
0.44,"MEA",0.534240183723364
0.45,"MEA",0.487065305128115
0.46,"MEA",0.491471182887137
0.47,"MEA",0.519699088022952
0.48,"MEA",0.522759095135921
0.49,"MEA",0.497415170245637
0.5,"MEA",0.527549710050863
0.51,"MEA",0.494992287703652
0.52,"MEA",0.489177468019617
0.53,"MEA",0.501768860920029
0.54,"MEA",0.505397190676336
0.55,"MEA",0.519898263185908
0.56,"MEA",0.48314453425747
0.57,"MEA",0.528706132739965
0.58,"MEA",0.520619474828763
0.59,"MEA",0.571672436498014
0.6,"MEA",0.609052633247726
0.61,"MEA",0.606513806546805
0.62,"MEA",0.609491278628072
0.63,"MEA",0.570312695074426
0.64,"MEA",0.574698886064393
0.65,"MEA",0.582954163351206
0.66,"MEA",0.613270425956946
0.67,"MEA",0.589350467860403
0.68,"MEA",0.598106151859975
0.69,"MEA",0.614138721991886
0.7,"MEA",0.611795324633549
0.71,"MEA",0.570192246178295
0.72,"MEA",0.592347634955525
0.73,"MEA",0.620911907965429
0.74,"MEA",0.566194712323752
0.75,"MEA",0.561908508786614
0.76,"MEA",0.636095188948869
0.77,"MEA",0.577887402398494
0.78,"MEA",0.604544052467855
0.79,"MEA",0.581120805388026
0.8,"MEA",0.56712734578786
0.81,"MEA",0.601319965575236
0.82,"MEA",0.614216377365817
0.83,"MEA",0.573967951762756
0.84,"MEA",0.540602646202805
0.85,"MEA",0.516373196806262
0.86,"MEA",0.434743159577504
0.87,"MEA",0.503955651765754
0.88,"MEA",0.508039472614611
0.89,"MEA",0.471736709560517
0.9,"MEA",0.519696448809351
0.91,"MEA",0.451968889929258
0.92,"MEA",0.497869802683239
0.93,"MEA",0.464703465788199
0.94,"MEA",0.453233542096721
0.95,"MEA",0.50863913158919
0.96,"MEA",0.505947864347169
0.97,"MEA",0.530657485333073
0.98,"MEA",0.526188045592865
0.99,"MEA",0.478832413827605
1,"MEA",0.478832413827605
0,"NAM",0.663089115720031
0.01,"NAM",0.663089115720031
0.02,"NAM",0.663089115720031
0.03,"NAM",0.663089115720031
0.04,"NAM",0.663089115720031
0.05,"NAM",0.663089115720031
0.06,"NAM",0.663089115720031
0.07,"NAM",0.663089115720031
0.08,"NAM",0.689812565481301
0.09,"NAM",0.689812565481301
0.1,"NAM",0.689812565481301
0.11,"NAM",0.703873648728029
0.12,"NAM",0.701738139713524
0.13,"NAM",0.701738139713524
0.14,"NAM",0.71268955221183
0.15,"NAM",0.653138492160318
0.16,"NAM",0.657810727034477
0.17,"NAM",0.629405595770638
0.18,"NAM",0.630147631226184
0.19,"NAM",0.628949533083307
0.2,"NAM",0.62010550585152
0.21,"NAM",0.558149577214465
0.22,"NAM",0.570013516183935
0.23,"NAM",0.554119444369135
0.24,"NAM",0.653928515807389
0.25,"NAM",0.532155310650219
0.26,"NAM",0.541491152079285
0.27,"NAM",0.534238939346015
0.28,"NAM",0.527248694440679
0.29,"NAM",0.677334240356664
0.3,"NAM",0.662666097630774
0.31,"NAM",0.656405645926528
0.32,"NAM",0.56670602412905
0.33,"NAM",0.60037760516922
0.34,"NAM",0.724388686608528
0.35,"NAM",0.708052513066137
0.36,"NAM",0.581100637567213
0.37,"NAM",0.715310771015017
0.38,"NAM",0.631899343454882
0.39,"NAM",0.543421459039357
0.4,"NAM",0.715907098188062
0.41,"NAM",0.634259726627807
0.42,"NAM",0.700840480472339
0.43,"NAM",0.650129043573871
0.44,"NAM",0.484241994939225
0.45,"NAM",0.586997012787493
0.46,"NAM",0.500507592667902
0.47,"NAM",0.677569755998373
0.48,"NAM",0.511137769041917
0.49,"NAM",0.655859930263733
0.5,"NAM",0.675957539650264
0.51,"NAM",0.550041461449249
0.52,"NAM",0.684454218968867
0.53,"NAM",0.505772897895863
0.54,"NAM",0.667655333393581
0.55,"NAM",0.617012307472173
0.56,"NAM",0.627687717078608
0.57,"NAM",0.546323588028858
0.58,"NAM",0.509358319099905
0.59,"NAM",0.62445097043363
0.6,"NAM",0.531988606780835
0.61,"NAM",0.479492969138313
0.62,"NAM",0.544536942448752
0.63,"NAM",0.644649799075204
0.64,"NAM",0.614406091304806
0.65,"NAM",0.538230043679304
0.66,"NAM",0.514136415435362
0.67,"NAM",0.554405442893076
0.68,"NAM",0.552193453677345
0.69,"NAM",0.604496482611119
0.7,"NAM",0.552481816757791
0.71,"NAM",0.511101221815553
0.72,"NAM",0.54382004307683
0.73,"NAM",0.483127790128477
0.74,"NAM",0.663083802057446
0.75,"NAM",0.443547810461946
0.76,"NAM",0.528651816607173
0.77,"NAM",0.595267338424232
0.78,"NAM",0.581597962134562
0.79,"NAM",0.44942475712801
0.8,"NAM",0.678402655701655
0.81,"NAM",0.541267850677029
0.82,"NAM",0.657882271022548
0.83,"NAM",0.600586553552332
0.84,"NAM",0.594765095115449
0.85,"NAM",0.563705577696444
0.86,"NAM",0.570006586085883
0.87,"NAM",0.662858091515672
0.88,"NAM",0.48637279080626
0.89,"NAM",0.635972543189794
0.9,"NAM",0.513569383368729
0.91,"NAM",0.573126520566927
0.92,"NAM",0.515922478273312
0.93,"NAM",0.700530571445785
0.94,"NAM",0.620256940189478
0.95,"NAM",0.570228566565752
0.96,"NAM",0.505828193032398
0.97,"NAM",0.675217516455048
0.98,"NAM",0.692970085249951
0.99,"NAM",0.524418566264516
1,"NAM",0.524418566264516
0,"PAO",0.730814612290709
0.01,"PAO",0.711991912762719
0.02,"PAO",0.712009566181332
0.03,"PAO",0.750644072815609
0.04,"PAO",0.713367742254885
0.05,"PAO",0.713367742254885
0.06,"PAO",0.713952910010609
0.07,"PAO",0.705067354683969
0.08,"PAO",0.722764211743362
0.09,"PAO",0.789059697729125
0.1,"PAO",0.712724790332252
0.11,"PAO",0.697860802140189
0.12,"PAO",0.673130843775465
0.13,"PAO",0.671239355544964
0.14,"PAO",0.643480763795145
0.15,"PAO",0.736707433526545
0.16,"PAO",0.723564086253286
0.17,"PAO",0.758341198536308
0.18,"PAO",0.654681127104442
0.19,"PAO",0.710744436770652
0.2,"PAO",0.756621084423671
0.21,"PAO",0.790804107193924
0.22,"PAO",0.791379925862148
0.23,"PAO",0.708641192109592
0.24,"PAO",0.671329342876032
0.25,"PAO",0.743339490659738
0.26,"PAO",0.667707944865546
0.27,"PAO",0.784588816315862
0.28,"PAO",0.565318013191679
0.29,"PAO",0.708284156670408
0.3,"PAO",0.682280664042681
0.31,"PAO",0.64593271262742
0.32,"PAO",0.721893346812011
0.33,"PAO",0.725578080134069
0.34,"PAO",0.753271826171184
0.35,"PAO",0.565703755323565
0.36,"PAO",0.490875208130256
0.37,"PAO",0.698599635091711
0.38,"PAO",0.55051984551283
0.39,"PAO",0.543659161790255
0.4,"PAO",0.611107161175259
0.41,"PAO",0.680768394212881
0.42,"PAO",0.756213045371381
0.43,"PAO",0.730417052905091
0.44,"PAO",0.574579816300487
0.45,"PAO",0.687744061622669
0.46,"PAO",0.69362801482142
0.47,"PAO",0.562349974631386
0.48,"PAO",0.80755071810089
0.49,"PAO",0.647174788733261
0.5,"PAO",0.511250510447256
0.51,"PAO",0.603271483218278
0.52,"PAO",0.596431458095663
0.53,"PAO",0.668842879414523
0.54,"PAO",0.754740439568887
0.55,"PAO",0.63116974511462
0.56,"PAO",0.488620688212051
0.57,"PAO",0.597866946295414
0.58,"PAO",0.549130732184315
0.59,"PAO",0.572614541012592
0.6,"PAO",0.740986250457404
0.61,"PAO",0.642104432465676
0.62,"PAO",0.688614346427638
0.63,"PAO",0.617565710644055
0.64,"PAO",0.561884704478713
0.65,"PAO",0.575262849402684
0.66,"PAO",0.70634500099937
0.67,"PAO",0.647850922587291
0.68,"PAO",0.737941853846036
0.69,"PAO",0.606689263018711
0.7,"PAO",0.699777071324242
0.71,"PAO",0.690300779692809
0.72,"PAO",0.681049184083885
0.73,"PAO",0.629216090435264
0.74,"PAO",0.635416480281668
0.75,"PAO",0.70165270331022
0.76,"PAO",0.705094069740625
0.77,"PAO",0.708777929582879
0.78,"PAO",0.811545174582187
0.79,"PAO",0.658480107163174
0.8,"PAO",0.592551869036454
0.81,"PAO",0.725260572561923
0.82,"PAO",0.695607287311081
0.83,"PAO",0.542884532894636
0.84,"PAO",0.535471251979521
0.85,"PAO",0.606003272920158
0.86,"PAO",0.562079458126413
0.87,"PAO",0.665237671745514
0.88,"PAO",0.592232101136206
0.89,"PAO",0.567988632923848
0.9,"PAO",0.61644820288741
0.91,"PAO",0.510071748374103
0.92,"PAO",0.542423523346812
0.93,"PAO",0.508292471794714
0.94,"PAO",0.555108095447487
0.95,"PAO",0.65705098233422
0.96,"PAO",0.644397989698805
0.97,"PAO",0.570430213311603
0.98,"PAO",0.637291107947295
0.99,"PAO",0.536217220030442
1,"PAO",0.536217220030442
0,"PAS",0.799512056956834
0.01,"PAS",0.799512056956834
0.02,"PAS",0.799512056956834
0.03,"PAS",0.799512056956834
0.04,"PAS",0.78368885076534
0.05,"PAS",0.825401619399649
0.06,"PAS",0.834767479893409
0.07,"PAS",0.799840953388606
0.08,"PAS",0.787243984897515
0.09,"PAS",0.79352854847695
0.1,"PAS",0.819600583177369
0.11,"PAS",0.820639681141342
0.12,"PAS",0.837856162274739
