"msg_reg","xval","avgIC"
"FSU",0,1813.39594812306
"FSU",4.61385147502543,1813.39594812306
"FSU",7.38216236004069,3674.23423288767
"FSU",13.8415544250763,5991.81354191763
"FSU",18.4554059001017,7936.16665113336
"FSU",20.3009464901119,10306.4581722163
"FSU",21.223716785117,13194.962237604
"FSU",22.1464870801221,16810.2947797363
"FSU",23.0692573751271,24297.9432513906
