"msg_reg","xval","avgIC"
"RUS",0,1740.79285714286
"RUS",2.59785642014018,1740.79285714286
"RUS",4.80603437725934,3363.95294117647
"RUS",7.1441051553855,5002.42777777778
"RUS",10.1316400385467,6734.52173913043
"RUS",11.4305682486168,9052.57
"RUS",12.3398179956659,14696.2857142857
"RUS",12.7294964586869,21357.3333333333
"RUS",12.9892821007009,27455
