"x","msg_reg","cost_agg"
0.45,"PAS",2036.78670273463
0.46,"PAS",2107.43046771156
0.47,"PAS",2197.4496269753
0.48,"PAS",2220.46041698685
0.49,"PAS",2306.16519664221
0.5,"PAS",2355.88255628091
0.51,"PAS",2400.98586928781
0.52,"PAS",2517.31046166144
0.53,"PAS",2536.21881367681
0.54,"PAS",2604.73182841941
0.55,"PAS",2718.33174285271
0.56,"PAS",2750.92532075178
0.57,"PAS",2924.34787252908
0.58,"PAS",3034.12626694396
0.59,"PAS",3280.08701447779
0.6,"PAS",3375.22266465919
0.61,"PAS",3426.87526656977
0.62,"PAS",3558.88561009915
0.63,"PAS",3666.95118997628
0.64,"PAS",3749.6875401315
0.65,"PAS",3812.37218356216
0.66,"PAS",3935.56069398639
0.67,"PAS",4048.65232869354
0.68,"PAS",4206.06172119015
0.69,"PAS",4314.28971982336
0.7,"PAS",4655.15211863685
0.71,"PAS",4793.2583581204
0.72,"PAS",5134.26507874907
0.73,"PAS",5212.15697849392
0.74,"PAS",5382.03454069695
0.75,"PAS",5491.43595336044
0.76,"PAS",5600.69135260948
0.77,"PAS",5930.42748059413
0.78,"PAS",6058.79037536617
0.79,"PAS",6202.43581887898
0.8,"PAS",6576.75601190921
0.81,"PAS",6717.59861721783
0.82,"PAS",6832.61572646161
0.83,"PAS",7033.72791083861
0.84,"PAS",7351.13223998728
0.85,"PAS",8522.34963823278
0.86,"PAS",8803.86810170857
0.87,"PAS",8985.97222206966
0.88,"PAS",9288.54090695425
0.89,"PAS",10137.4521377106
0.9,"PAS",10750.7280840137
0.91,"PAS",11213.0731567654
0.92,"PAS",11371.8423094742
0.93,"PAS",12355.891682601
0.94,"PAS",12708.8259877569
0.95,"PAS",14098.642195044
0.96,"PAS",14525.2969628632
0.97,"PAS",16283.781864775
0.98,"PAS",16827.9842174496
0.99,"PAS",17062.9221313878
1,"PAS",19215.2923052868
0,"SAS",570.390103366673
0.01,"SAS",570.390103366673
0.02,"SAS",574.567857952662
0.03,"SAS",587.599808728955
0.04,"SAS",587.599808728955
0.05,"SAS",595.24909450013
0.06,"SAS",602.133333574397
0.07,"SAS",609.883460999133
0.08,"SAS",629.025947764008
0.09,"SAS",679.151837985973
0.1,"SAS",682.544192751734
0.11,"SAS",739.552023473375
0.12,"SAS",777.355876111484
0.13,"SAS",789.449143151834
0.14,"SAS",813.926738193516
0.15,"SAS",837.23274238714
0.16,"SAS",860.862773408955
0.17,"SAS",900.037017437088
0.18,"SAS",912.093074055036
0.19,"SAS",921.892766280023
0.2,"SAS",944.5063714119
0.21,"SAS",999.001953872766
0.22,"SAS",1026.3450660776
0.23,"SAS",1041.13988450879
0.24,"SAS",1065.73609429711
0.25,"SAS",1082.63765185684
0.26,"SAS",1090.85509647212
0.27,"SAS",1116.91345838778
0.28,"SAS",1132.89255194682
0.29,"SAS",1154.54929230641
0.3,"SAS",1184.70292664843
0.31,"SAS",1202.50388935336
0.32,"SAS",1229.0572923274
0.33,"SAS",1250.21398646281
0.34,"SAS",1271.21978470005
0.35,"SAS",1286.51770459572
0.36,"SAS",1298.13118236439
0.37,"SAS",1328.71663122537
0.38,"SAS",1371.35174091779
0.39,"SAS",1382.56270598786
0.4,"SAS",1401.12091420156
0.41,"SAS",1449.31259044752
0.42,"SAS",1463.73328335657
0.43,"SAS",1510.38391124535
0.44,"SAS",1537.80617159507
0.45,"SAS",1619.09394327225
0.46,"SAS",1669.64280918642
0.47,"SAS",1702.92039678131
0.48,"SAS",1732.31294967708
0.49,"SAS",1767.3604259976
0.5,"SAS",1827.21200393924
0.51,"SAS",1884.80208756438
0.52,"SAS",1947.00366321622
0.53,"SAS",1989.47561906612
0.54,"SAS",2042.03023324487
0.55,"SAS",2153.82713088633
0.56,"SAS",2226.32868650414
0.57,"SAS",2273.30866066545
0.58,"SAS",2332.89773510164
0.59,"SAS",2383.14470774777
0.6,"SAS",2433.73544696686
0.61,"SAS",2537.4114272428
0.62,"SAS",2622.79001497822
0.63,"SAS",2657.18382526974
0.64,"SAS",2763.59086507012
0.65,"SAS",2855.72720634015
0.66,"SAS",2920.84694684076
0.67,"SAS",2994.21841354354
0.68,"SAS",3072.97041718782
0.69,"SAS",3160.55306532192
0.7,"SAS",3218.72690929659
0.71,"SAS",3304.74524786859
0.72,"SAS",3501.04672856219
0.73,"SAS",3572.5796483543
0.74,"SAS",3620.95261700107
0.75,"SAS",3696.20085043173
0.76,"SAS",3797.23941747107
0.77,"SAS",3967.69122271273
0.78,"SAS",4116.56460935787
0.79,"SAS",4261.57125644415
0.8,"SAS",4428.95207366044
0.81,"SAS",4893.27565736785
0.82,"SAS",5186.31943557624
0.83,"SAS",5421.84501416917
0.84,"SAS",5547.39023733232
0.85,"SAS",5670.02702191482
0.86,"SAS",6197.17850444811
0.87,"SAS",6606.11549498227
0.88,"SAS",6875.70971490387
0.89,"SAS",7277.55462787822
0.9,"SAS",7508.19282862978
0.91,"SAS",8044.82767180132
0.92,"SAS",8428.20337875705
0.93,"SAS",9108.71121280594
0.94,"SAS",9741.65155178556
0.95,"SAS",10942.7342518352
0.96,"SAS",12659.4743003055
0.97,"SAS",13636.3380877878
0.98,"SAS",16613.6249372011
0.99,"SAS",20344.6082045201
1,"SAS",20434.2198563282
0,"WEU",798.161909234362
0.01,"WEU",798.161909234362
0.02,"WEU",834.286775330413
0.03,"WEU",836.642768077657
0.04,"WEU",882.167919976857
0.05,"WEU",921.491136333495
0.06,"WEU",1042.69513046049
0.07,"WEU",1067.35924092009
0.08,"WEU",1121.80866758841
0.09,"WEU",1146.67298299379
0.1,"WEU",1190.03488796728
0.11,"WEU",1210.63229797577
0.12,"WEU",1227.16230512468
0.13,"WEU",1270.36784905281
0.14,"WEU",1329.72131339032
0.15,"WEU",1372.93326075257
0.16,"WEU",1404.9811390383
0.17,"WEU",1427.53760295291
0.18,"WEU",1476.42917092036
0.19,"WEU",1509.54864643775
0.2,"WEU",1543.36672127043
0.21,"WEU",1580.58606075822
0.22,"WEU",1598.56915815584
0.23,"WEU",1626.53055209654
0.24,"WEU",1636.35087004689
0.25,"WEU",1662.00597544041
0.26,"WEU",1742.97722199631
0.27,"WEU",1822.74323015135
0.28,"WEU",1880.85855168015
0.29,"WEU",1938.02525392357
0.3,"WEU",1964.01584396216
0.31,"WEU",1993.23150403255
0.32,"WEU",2033.24708835652
0.33,"WEU",2153.9176515692
0.34,"WEU",2227.89521350827
0.35,"WEU",2271.25307966348
0.36,"WEU",2322.46181964143
0.37,"WEU",2368.96694386811
0.38,"WEU",2410.45033612779
0.39,"WEU",2466.2975558619
0.4,"WEU",2506.72189155394
0.41,"WEU",2552.4297591842
0.42,"WEU",2604.26244147067
0.43,"WEU",2651.85744548894
0.44,"WEU",2755.49137744274
0.45,"WEU",2821.55659293577
0.46,"WEU",2874.70213826403
0.47,"WEU",2927.76006002607
0.48,"WEU",2987.4124089657
0.49,"WEU",3059.54338857962
0.5,"WEU",3168.45804745413
0.51,"WEU",3221.53303024073
0.52,"WEU",3326.3500656549
0.53,"WEU",3443.2389440785
0.54,"WEU",3504.02472654876
0.55,"WEU",3560.70790733316
0.56,"WEU",3656.47855955467
0.57,"WEU",3792.66051317992
0.58,"WEU",3862.47302018467
0.59,"WEU",4047.65426146639
0.6,"WEU",4176.10356486337
0.61,"WEU",4342.33408576222
0.62,"WEU",4497.05787653444
0.63,"WEU",4553.82729962371
0.64,"WEU",4778.3167446261
0.65,"WEU",4944.22199425195
0.66,"WEU",5031.62871017396
0.67,"WEU",5261.80081794645
0.68,"WEU",5353.25160339836
0.69,"WEU",5737.12622259014
0.7,"WEU",5872.55677095081
0.71,"WEU",6017.71596934047
0.72,"WEU",6133.82695398154
0.73,"WEU",6588.82944070397
0.74,"WEU",6709.46891629647
0.75,"WEU",6992.33339254043
0.76,"WEU",7112.07936509576
0.77,"WEU",7769.56441968448
0.78,"WEU",8060.57468385317
0.79,"WEU",8220.43547546448
0.8,"WEU",8724.4895387345
0.81,"WEU",9071.73294141879
0.82,"WEU",9693.4126779592
0.83,"WEU",9986.31734111353
0.84,"WEU",10328.3288959024
0.85,"WEU",10942.6197839113
0.86,"WEU",11171.6284984822
0.87,"WEU",11746.8655965007
0.88,"WEU",12162.4415063431
0.89,"WEU",12956.3715468418
0.9,"WEU",13263.5718229933
0.91,"WEU",14263.3845148963
0.92,"WEU",15846.6755606495
0.93,"WEU",17209.7330791764
0.94,"WEU",18132.6847081356
0.95,"WEU",19809.2427319168
0.96,"WEU",20903.2400189217
0.97,"WEU",21517.1730507435
0.98,"WEU",22871.1848472943
0.99,"WEU",24844.5296451143
1,"WEU",25547.6740122286
